a,b,c,d,e,f,g,outcome
0.698783662231433,119.21771613509355,10,0,10.103433182523133,1,101.71721396116888,63.65378390680633
0.4913122533689389,99.22933070483921,9,0,10.273991250044551,0,102.62965299927014,60.626425961486945
0.6685663180432471,113.50297800111727,1,0,10.063261746472874,0,99.86251906619587,51.80895028871355
0.727218801388057,124.73125552042137,7,1,11.347890604847333,0,101.78632208220536,59.92337172732771
0.8209396653139844,127.21873942417102,5,1,11.16709778628121,0,97.98202951948313,53.014318033362756
0.4676923301802578,94.8879939446133,8,1,11.420927386904657,0,100.94816127851794,61.55346856570833
0.4701611435836668,97.80728229942665,2,0,9.71308343077588,0,100.662576218612,55.68697995779271
0.6853470255427858,129.32557910446994,7,0,11.104702019150174,1,108.8227656165995,54.45488150994067
0.753011954169466,122.09932034562021,8,1,11.070986064376315,1,111.45944831376165,69.48494510490762
0.4783597325863074,102.35830747697034,1,1,12.07513547525043,1,101.76467667082044,55.425099591836975
0.3592265478191834,96.8313415727628,9,1,11.430471090802545,1,108.54479890444506,62.80963879242484
0.3095784285941061,88.62959215223998,2,0,8.974093743738692,0,99.70574905591643,52.85980627972317
0.4404205781431578,101.02777795889878,1,0,11.644487995771998,1,99.73722217777318,46.521814792152014
0.32476205336161357,82.63335257602503,1,0,8.955442789485538,0,92.21740536163581,47.16673022403591
0.2896751123575463,77.85932429214073,9,1,11.813532403137808,0,106.80912013900291,67.48144379470875
0.6448114370010938,120.75490853543286,2,0,10.901963515675462,0,98.98027944001404,46.15783580371078
0.44453865103611356,89.2079518743266,1,1,10.718341998415603,0,97.13501274331321,53.91052080407568
0.6237495149935608,117.30840238701214,9,1,12.63577051235811,0,100.36553701155096,58.68623587096868
0.646330560153002,121.92643928459307,10,0,9.93374733099695,1,106.67927122687462,59.95533135900884
0.5558438263447893,108.47644094054553,8,0,10.41888624684471,0,103.11526537240616,57.067606872916755
0.3100241840449982,90.36014865565758,3,1,11.142650360063051,1,101.93891378148038,63.004029952844
0.515474642902447,98.65749467217705,5,1,11.019689643697296,1,104.89137566901593,71.72796025181347
0.5616004901622649,103.66570817696747,8,1,8.858073883993583,1,101.7311062095801,62.39696855148144
0.5739408175496301,99.12864468104922,10,0,9.919455290379625,0,92.8082771481468,56.0405745632784
0.6286457637217975,117.28047990113194,5,1,10.812636895102212,1,100.87950784949824,66.99638465908164
0.1881370641930662,70.61986734787156,10,0,10.89587349401764,1,113.90266981703641,55.31040778752404
0.5450310899505784,111.43491323212734,10,0,9.477899172144024,1,103.79493918884991,55.73062490269565
0.766197738482477,118.6391921619292,5,0,7.2825640611313744,0,99.78505373248889,51.14411735736492
0.7088589613454257,118.11331438657476,9,1,11.275480803255396,0,98.69416591263897,68.68080936131095
0.5729245563147956,103.29163524258365,2,1,11.310102555751591,1,110.0146250527811,53.118418376295274
0.5612905931575636,110.0624663701129,3,0,9.322454183744933,1,93.19682207511806,49.639179325979526
0.5819097259846764,112.99621956782471,10,0,9.184133347962602,0,104.64878612474824,59.95963522918348
0.73692158752824,131.38088124101304,4,1,10.14519671551803,1,102.76901921633731,50.50461664203872
0.31039636553564875,83.41395587703099,6,1,10.39450680707106,1,104.60720700765766,53.89970447936733
0.46472853423107097,98.73980171587915,6,1,10.223551288495486,0,95.05165925114933,63.145627283980964
0.7218138032800496,122.92758770205052,10,0,10.64858898383831,0,101.22154580243384,52.69516012354714
0.7373978281078664,130.08097291928127,4,0,9.952473954338581,1,100.87163763283121,60.773837532963924
0.46486219915482785,90.89830643371498,4,1,10.022612883745253,1,97.15635823861993,62.85460501630602
0.6740266039320435,113.04017943474105,4,1,11.134269327550136,0,102.77987476887645,57.287901134119544
0.500854530869363,104.38426791437853,2,1,10.5966215017584,0,100.46551846438994,68.22632801723104
0.755044671478494,125.16473795949922,7,1,10.403998637422259,1,98.24035741671956,66.56244985449206
0.6065689634116911,101.36504153982565,6,1,9.428576968718613,0,108.16012515005907,68.19873000427279
0.5163600237014698,105.32025263970014,5,1,12.27073551059238,0,104.0543454032891,57.66785111615638
0.5387855361119094,103.95275242903588,8,0,9.455349148758529,1,101.98182879345696,55.69447988176228
0.5871026817924374,109.05587969853715,1,0,9.97499080776641,0,100.33037907981847,51.91447617058887
0.6261583263862764,111.41948139266395,8,1,11.98674875584021,1,103.10011164288925,62.52986734929354
0.3933060042708725,93.95238685113023,1,1,10.979113255876973,0,104.05652999927365,68.1575958338251
0.8391473999002272,129.6537947913797,8,0,9.418872652999575,0,98.66777641156207,62.9790157644004
0.6315832049748682,115.39252669684785,5,1,12.17393324855919,0,102.40009428758259,62.04282864529296
0.42704293793755,92.9023165048769,5,0,10.01437661141755,0,96.27320741847865,49.45055909252993
0.5153792134376989,89.17067799094485,3,0,9.96350900819027,1,105.15306786462709,54.390684406653726
0.8512229253810144,133.91314389116582,5,1,9.962546967950344,1,112.27741880918165,68.93066357516878
0.5909398001103483,108.95815674879853,5,0,11.264945189632705,0,100.37268465121801,41.956115227485114
0.2663347995358585,59.60531411954217,6,1,11.163966730343677,1,110.4053143654958,66.69978262030729
0.7021410256052558,118.21385053006082,10,1,10.278209824477635,1,100.10764218691448,75.25917157862092
0.6354815953373674,114.40962816545374,6,1,9.610133466949003,1,107.62505573734073,52.97901746448336
0.640757810745578,105.07602950621163,6,0,8.514980550471154,1,108.66701405117094,51.74583896481358
0.6416375723677117,113.80419005177248,1,0,8.369348918559693,1,99.17307361355785,56.647899202088865
0.5538490684351025,98.82371371364674,8,1,11.923252716636926,1,98.17425784668899,67.33220174861728
0.6539212535975985,118.44501958064777,7,0,11.023300059953751,0,99.4020182615893,56.12474411231588
0.7725049975599365,124.60704605989882,8,0,9.592153598976846,0,95.49090435729494,54.5973785524642
0.3694803266509279,88.78102281612234,9,1,10.76019698265601,1,106.17624711534664,67.28951539442113
0.7101645871840336,123.82305640537106,10,0,11.582099091735863,1,95.82330465453222,54.7804400355289
0.7112053061221992,126.23283525687448,9,0,8.956019581422842,1,101.75320996722354,52.02961218526815
0.8544606239257728,141.0510561682242,1,0,10.671851605328353,0,99.90485932854972,47.36999580081843
0.7422944690476818,130.82199820824252,6,1,13.092930261327934,0,104.11043889521068,67.08153060824426
0.519966587221079,102.32119452185935,9,0,10.07411335800636,1,106.28491359565874,61.421295484525515
0.6772158019603491,117.3833844241261,10,1,10.372238696149944,1,100.63148223384769,66.09752704109889
0.5273597938319607,94.1819705066921,8,1,8.5283424282582,0,107.01179190830618,55.86206101847669
0.7466570407616118,128.12426584302403,4,0,10.146643034033175,1,107.29904032745677,48.47782976047464
0.6714840424143009,115.15050353230882,9,1,10.767767559959177,1,105.45150873992962,63.430179759817314
1.0022868317618023,150.53493535305716,7,1,10.736479792158647,0,104.07800986212298,65.8577589471902
0.7608552257056065,125.43159641941179,9,0,9.842120240078465,0,104.47221299911651,57.28006498625513
0.7063828976267814,114.51630693027309,1,1,11.228324128660518,0,98.82348311747911,58.38959045766723
0.4338649419529581,93.88802249936657,7,1,10.541086570453151,0,93.30362779212561,52.91064517335228
0.5562754983027052,114.99910169587511,3,1,11.172750719898136,1,104.38388756080637,66.8219848460823
0.35948693381081753,85.8469592406957,1,0,10.016558941928578,0,102.54129863179799,55.873172628863195
0.47585053222421436,98.12878249037007,5,0,10.311711088398614,0,98.18258689491958,50.211388402961056
0.444765645490957,93.2616822901991,4,0,11.487557518265735,1,108.62998995965988,59.23605883839933
0.6873656424406729,116.0240779835093,4,0,9.75830443446214,1,111.98619316918193,52.52585884387058
0.5797699027898364,110.41622075766307,1,0,10.144583357354369,1,111.74883662280195,55.67543019357815
0.5779817633022706,104.36019766731178,6,0,10.73193812796406,0,99.24206966017356,47.983237813508154
0.589120789867895,107.03283160785946,5,0,10.216236365256467,0,110.06435922399046,52.50069982762074
0.594097710532763,111.70338833845557,2,1,11.572407542420864,0,100.28989325857049,61.91232855178518
0.6509027632021454,111.02000405069829,2,1,11.214699382405877,1,107.08385725772997,61.52267841933659
0.7627005301865335,115.01689054438707,9,1,10.202379236085632,1,100.65540323940323,65.87052254739822
0.6008956759806914,119.707751414102,2,0,8.35025683888304,0,100.52434150065628,59.75623971988607
0.27307314528196436,81.68902866520548,9,1,10.511744229676626,1,103.63721167650372,66.01159949032663
0.73926574522077,125.72257367768027,1,0,10.509110509016189,1,118.2292891892576,44.88259013632444
0.6646855854602602,120.4091862946954,2,0,11.236808554114143,1,104.56465928538,44.28785888036226
0.5642930994512039,111.09872457647819,4,1,11.438115428634129,0,105.88437324214733,57.383243534160144
0.5923561210139656,109.629009347634,1,1,8.503613146288181,1,96.63783654875878,58.22743718267205
0.8593055216844263,135.68479876199916,6,0,9.446277458003363,1,100.74749788556733,54.78316240165998
0.6169151304131297,107.5250817284145,3,0,10.533774227544205,1,100.51239539465676,50.69532494014079
0.7147171044655529,113.44668087279223,7,0,11.483844543521519,1,108.9471291336559,68.67937404969068
0.6612627069724244,106.20568076893775,1,0,9.478575014814394,0,108.64134004905455,48.25275752143126
0.7062874963549302,124.17523021641132,4,1,10.269678777204568,1,113.32823412748517,71.411310188419435
0.621197578969829,121.19054376038405,1,0,6.540996126966388,0,100.76086580550131,52.48849962866019
0.5905016907423182,120.27940362948627,7,1,10.31062601817778,0,98.72816131616622,61.50342817229073
0.6185310554399273,111.38260636537765,8,1,12.287808879810118,0,100.4780564878133,75.04645929731134
0.7174818014538307,124.7765810692658,3,0,10.572214167331515,0,95.37105446551278,46.32275998275401
0.7767892785367021,131.17756843237834,8,1,9.668394360637002,1,112.27234940350587,65.20069556749127
0.6467440451160336,105.05499001200774,4,0,9.3059480304866,0,105.3942931190381,48.692220390684234
0.607983296985493,121.45015625435241,9,0,9.896700056556288,0,95.9692745203857,53.58873913996414
0.4075034690012469,89.11996137869247,10,1,12.011324200019862,0,100.3914450302761,70.66712093921203
0.5560719686023123,96.35107665670841,4,0,10.184911908537734,1,105.77327476891968,52.29676493450751
0.5642097173923961,105.59056157536551,6,1,9.829255744826353,1,110.79023255427148,62.04568589837113
0.6994844816444452,122.81559843684761,6,0,9.29453948055753,0,97.46151536371231,61.61110603762334
0.6031330264371988,115.70132086688176,7,0,10.482511675807196,0,112.33215302907035,58.55701965774509
